GNF,NT,NTG,QT,RQD,TGD,X_ChargeD3075,class_label
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-1.51825168165967,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-1.51825168165967,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.834218094277866,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-2.30242657068952,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.834218094277866,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.734131683776826,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.05004320525072,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,2.40251298118956,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.834218094277866,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.05004320525072,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.734131683776826,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,1.61839298330971,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.834218094277866,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.834218094277866,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.834218094277866,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.834218094277866,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.834218094277866,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.834218094277866,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.834218094277866,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.834218094277866,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.834218094277866,0
